RegionName,State,Metro,County,City,SizeRank,Zri,MoM,QoQ,YoY,ZriRecordCnt
73069,OK,Oklahoma City,Cleveland County,Norman,3667,1099,0.011039558,0.019480519,0.010110294,9022
93657,CA,Fresno,Fresno County,Sanger,3668,1357,0.003698225,0.009672619,0.021837349,8145
94607,CA,San Francisco-Oakland-Hayward,Alameda County,Oakland,3669,3003,0.004012036,0.010090817,0.038381743,6175
20770,MD,Washington-Arlington-Alexandria,Prince Georges County,Greenbelt,3670,1710,-0.005813953,-0.015544041,0.035735918,6413
55403,MN,Minneapolis-St. Paul-Bloomington,Hennepin County,Minneapolis,3671,1594,-0.023882425,-0.043791242,-0.017262639,5102
74011,OK,Tulsa,Tulsa County,Broken Arrow,3672,1301,0.006187162,0.010878011,0.0408,10924
95816,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Sacramento,3673,1954,0.001537673,0.002565418,0.038257173,4914
33781,FL,Tampa-St. Petersburg-Clearwater,Pinellas County,Pinellas Park,3674,1354,0.005196733,0.01120239,0.04879938,9161
82601,WY,Casper,Natrona County,Casper,3675,1117,0.016378526,0.035217794,0.127144299,9458
8330,NJ,Atlantic City-Hammonton,Atlantic County,Hamilton,3676,1493,0.007422402,0.019112628,0.036805556,10053
85742,AZ,Tucson,Pima County,Tucson,3677,1329,0.008345979,0.024672321,0.06918745,10066
80303,CO,Boulder,Boulder County,Boulder,3678,2582,0.010172144,0.029095257,0.023790642,8298
18201,PA,Scranton--Wilkes-Barre--Hazleton,Luzerne County,Hazleton,3679,865,0.014067995,0.029761905,0.092171717,8602
28602,NC,Hickory-Lenoir-Morganton,Catawba County,Hickory,3680,944,0.005324814,0.009625668,0.111896349,12018
98802,WA,Wenatchee,Douglas County,East Wenatchee Bench,3681,1781,0.014814815,0.030075188,0.086638194,8027
60181,IL,Chicago-Naperville-Elgin,DuPage County,Villa Park,3682,1806,0.002219756,0.003891051,0.009502515,9308
72211,AR,Little Rock-North Little Rock-Conway,Pulaski County,Little Rock,3683,1345,0.002982849,0.007490637,0.035411855,6787
33426,FL,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,Boynton Beach,3684,1661,-0.01189768,-0.024662361,0.034246575,10651
95660,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Sacramento,3685,1561,0.002569043,0.005798969,0.063351499,8205
80919,CO,Colorado Springs,El Paso County,Colorado Springs,3686,1971,0.016503352,0.036277603,0.020714656,10484
97086,OR,Portland-Vancouver-Hillsboro,Clackamas County,Happy Valley,3687,2520,0.013676589,0.028991425,0.051314143,8263
44685,OH,Canton-Massillon,Stark County,Uniontown,3688,1357,0.003698225,0.005930319,-0.003671072,10027
28104,NC,Charlotte-Concord-Gastonia,Union County,Stallings,3689,1885,0.006406834,0.015078083,-0.002117522,10696
8075,NJ,Philadelphia-Camden-Wilmington,Burlington County,Delran,3690,1688,0.000592768,-0.001183432,-0.029885057,9650
35205,AL,Birmingham-Hoover,Jefferson County,Birmingham,3691,938,-0.01985371,-0.036960986,0.051569507,6377
48708,MI,Bay City,Bay County,Bay City,3692,728,-0.002739726,-0.021505376,-0.134363853,10112
44708,OH,Canton-Massillon,Stark County,Canton,3693,901,-0.00441989,-0.014223195,-0.032223416,10176
76014,TX,Dallas-Fort Worth-Arlington,Tarrant County,Arlington,3694,1422,0.006369427,0.012820513,0.034934498,7386
2536,MA,Barnstable Town,Barnstable County,East Falmouth,3695,1995,0.035825545,0.085418934,0.106489185,11873
85017,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,Phoenix,3696,1198,-0.003327787,-0.005809129,0.054577465,7544
60516,IL,Chicago-Naperville-Elgin,DuPage County,Downers Grove,3697,2118,0.003315964,0.004743833,0.026660204,10911
7103,NJ,New York-Newark-Jersey City,Essex County,Newark,3698,1522,0.005284016,0.011968085,0.04318026,4648
21213,MD,Baltimore-Columbia-Towson,Baltimore City,Baltimore,3699,1176,-0.00926706,-0.019182652,-0.013422819,15636
64012,MO,Kansas City,Cass County,Belton,3700,1349,0.008221226,0.012003001,0.005216095,9418
95677,CA,Sacramento--Roseville--Arden-Arcade,Placer County,Rocklin,3701,2182,0.012529002,0.032166509,0.048534358,7698
8046,NJ,Philadelphia-Camden-Wilmington,Burlington County,Willingboro,3702,1638,0.001222494,0.004907975,0.012360939,11252
86326,AZ,Prescott,Yavapai County,Cottonwood,3703,1354,0.01423221,0.035960214,0.050426687,7115
51106,IA,Sioux City,Woodbury County,Sioux City,3704,1107,0.021217712,0.062380038,0.068532819,10021
95148,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,San Jose,3705,3586,0.00786959,0.019908987,0.024864247,11293
10017,NY,New York-Newark-Jersey City,New York County,New York,3706,3390,-0.024460432,-0.061201883,-0.028931538,10243
84103,UT,Salt Lake City,Salt Lake County,Salt Lake City,3707,1794,-0.001669449,-0.001669449,0.057783019,8150
64093,MO,Warrensburg,Johnson County,Warrensburg,3708,1067,0.036929057,0.077777778,0.003762935,6520
79606,TX,Abilene,Taylor County,Abilene,3709,1403,0.01299639,0.029347029,0.01299639,7223
11710,NY,New York-Newark-Jersey City,Nassau County,Bellmore,3710,2981,0.002353732,0.004718571,0.014635807,11261
34202,FL,North Port-Sarasota-Bradenton,Manatee County,Bradenton,3711,2541,0.002366864,0.007533703,0.078980892,10469
85053,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,Phoenix,3712,1383,0.009489051,0.020664207,0.09936407,9246
70791,LA,Baton Rouge,East Baton Rouge Parish,Zachary,3713,1392,0.004329004,0.010893246,-0.005003574,9117
8003,NJ,Philadelphia-Camden-Wilmington,Camden County,Cherry Hill,3714,2375,-0.004192872,-0.014522822,0.020189003,11238
98101,WA,Seattle-Tacoma-Bellevue,King County,Seattle,3715,2397,0.003768844,0.00250941,0.023484202,3472
19454,PA,Philadelphia-Camden-Wilmington,Montgomery County,North Wales,3716,2010,0.002493766,-0.000994036,-0.009852217,9460
20191,VA,Washington-Arlington-Alexandria,Fairfax County,Reston,3717,2247,0.011706439,0.019972764,0.028375286,10738
74137,OK,Tulsa,Tulsa County,Tulsa,3718,2002,0.00150075,0.00502008,0.034090909,9105
30904,GA,Augusta-Richmond County,Richmond County,Augusta,3719,822,0.02238806,0.060645161,0.011070111,9864
6811,CT,Bridgeport-Stamford-Norwalk,Fairfield County,Danbury,3720,2128,0.012369172,0.020623501,0.013816103,11485
99216,WA,Spokane-Spokane Valley,Spokane County,Spokane Valley,3721,1397,0.017479971,0.033284024,0.079598145,6598
2072,MA,Boston-Cambridge-Newton,Norfolk County,Stoughton,3722,2518,0.01573215,0.037067545,0.074690568,9110
32819,FL,Orlando-Kissimmee-Sanford,Orange County,Doctor Phillips,3723,1890,0.007462687,0.022727273,0.055276382,13221
95348,CA,Merced,Merced County,Merced,3724,1391,0.005784526,0.012372635,0.07496136,7605
77506,TX,Houston-The Woodlands-Sugar Land,Harris County,Pasadena,3725,1245,-0.006384677,-0.013470681,0.014669927,6771
29673,SC,Greenville-Anderson-Mauldin,Greenville County,Piedmont,3726,1206,-0.003305785,-0.003305785,0.012594458,8201
48336,MI,Detroit-Warren-Dearborn,Oakland County,Farmington Hills,3727,1520,0.011984021,0.027027027,0.06219427,9715
78746,TX,Austin-Round Rock,Travis County,Austin,3728,4110,0.006119951,0.021879662,0.035525321,9542
98021,WA,Seattle-Tacoma-Bellevue,Snohomish County,Bothell,3729,2455,0.006560066,0.013625103,0.021214642,9812
2132,MA,Boston-Cambridge-Newton,Suffolk County,Boston,3730,2789,0.028771671,0.06247619,0.079334365,10347
66441,KS,Junction City,Geary County,Junction City,3731,959,-0.013374486,-0.027383367,-0.075216972,8843
12306,NY,Albany-Schenectady-Troy,Schenectady County,Rotterdam,3732,1412,-0.011896431,-0.028885832,-0.014654571,9486
55105,MN,Minneapolis-St. Paul-Bloomington,Ramsey County,Saint Paul,3733,2102,0.000952381,0.00718735,0.030392157,8528
10039,NY,New York-Newark-Jersey City,New York County,New York,3734,2412,-0.031714171,-0.083238312,-0.099664054,2106
1923,MA,Boston-Cambridge-Newton,Essex County,Danvers,3735,2402,-0.001247401,-0.006206041,0.01179444,8763
84405,UT,Ogden-Clearfield,Weber County,Washington Terrace,3736,1432,0.007741027,0.016323634,0.069454817,9423
84088,UT,Salt Lake City,Salt Lake County,West Jordan,3737,1663,0.001204094,0.004833837,0.013406459,9720
73107,OK,Oklahoma City,Oklahoma County,Oklahoma City,3738,867,0.002312139,0.009313155,0.034606205,10089
95603,CA,Sacramento--Roseville--Arden-Arcade,Placer County,Auburn,3739,2098,0.011571842,0.023414634,0.011571842,9172
46530,IN,South Bend-Mishawaka,Saint Joseph County,Granger,3740,2192,0.012939002,0.030075188,0.009672962,11263
48108,MI,Ann Arbor,Washtenaw County,Pittsfield,3741,1837,0.012121212,0.026256983,0.050915332,8433
2119,MA,Boston-Cambridge-Newton,Suffolk County,Boston,3742,2818,0.023238925,0.057014254,0.047973224,4223
92586,CA,Riverside-San Bernardino-Ontario,Riverside County,Menifee,3743,1546,0.002594034,0.00520156,0.069156293,10324
98001,WA,Seattle-Tacoma-Bellevue,King County,Auburn,3744,2174,0.010223048,0.018266979,0.061005368,10402
94002,CA,San Francisco-Oakland-Hayward,San Mateo County,Belmont,3745,4694,0.018221258,0.035517317,0.056969151,7803
77515,TX,Houston-The Woodlands-Sugar Land,Brazoria County,Angleton,3746,1531,-0.001955671,-0.003255208,-0.005844156,8205
97068,OR,Portland-Vancouver-Hillsboro,Clackamas County,West Linn,3747,2501,0.0109135,0.021233156,0.091663029,11045
6109,CT,Hartford-West Hartford-East Hartford,Hartford County,Wethersfield,3748,1785,-0.014900662,-0.029891304,-0.021381579,10037
33772,FL,Tampa-St. Petersburg-Clearwater,Pinellas County,Seminole,3749,1530,0.014588859,0.035883548,0.052269601,9941
77705,TX,Beaumont-Port Arthur,Jefferson County,Beaumont,3750,936,-0.001067236,-0.00952381,0.037694013,9100
98445,WA,Seattle-Tacoma-Bellevue,Pierce County,Parkland,3751,1735,0.008134805,0.019388954,0.06703567,9864
7042,NJ,New York-Newark-Jersey City,Essex County,Montclair,3752,2008,0.01928934,0.027635619,-0.005448242,7122
77301,TX,Houston-The Woodlands-Sugar Land,Montgomery County,Conroe,3753,1355,0.000738552,0.003703704,0.045524691,6419
46202,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,3754,1241,0.008123477,0.016380016,0.068906115,4745
78750,TX,Austin-Round Rock,Travis County,Austin,3755,2091,0.010633156,0.017518248,0.048645938,9033
90023,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,3756,2291,-0.007365685,-0.015047291,0.031981982,4673
94555,CA,San Francisco-Oakland-Hayward,Alameda County,Fremont,3757,3315,0.010670732,0.025998143,0.048387097,11017
28217,NC,Charlotte-Concord-Gastonia,Mecklenburg County,Charlotte,3758,1210,0.005818786,0.01424979,0.081322609,6125
80234,CO,Denver-Aurora-Lakewood,Adams County,Westminster,3759,2125,0.009980989,0.024590164,0.065697091,7328
22315,VA,Washington-Arlington-Alexandria,Fairfax County,Franconia,3760,2471,0.012704918,0.027015794,0.032163743,9892
2721,MA,Providence-Warwick,Bristol County,Fall River,3761,1426,-0.009722222,-0.030591434,-0.021947874,4961
91106,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Pasadena,3762,2651,0.003026863,0.007601672,0.028316524,6867
1757,MA,Worcester,Worcester County,Milford,3763,1928,0.003121748,0.023354565,0.071706504,9081
44143,OH,Cleveland-Elyria,Cuyahoga County,Richmond Heights,3764,1468,-0.011447811,-0.020680454,-0.055948553,9033
37055,TN,Nashville-Davidson--Murfreesboro--Franklin,Dickson County,Dickson,3765,1147,-0.008643042,-0.02548853,-0.00087108,11404
48042,MI,Detroit-Warren-Dearborn,Macomb County,Macomb,3766,1895,-0.007333683,-0.02920082,-0.023195876,11852
21216,MD,Baltimore-Columbia-Towson,Baltimore City,Baltimore,3767,1164,-0.01104503,-0.025125628,-0.028380634,11466
48080,MI,Detroit-Warren-Dearborn,Macomb County,Saint Clair Shores,3768,1209,0.000827815,0.004152824,0.013411567,10660
80129,CO,Denver-Aurora-Lakewood,Douglas County,Highlands Ranch,3769,2408,0.011764706,0.026865672,0.033033033,9060
60621,IL,Chicago-Naperville-Elgin,Cook County,Chicago,3770,1319,-0.002269289,-0.002269289,0.016962221,5621
29909,SC,Hilton Head Island-Bluffton-Beaufort,Beaufort County,Okatie,3771,1839,-0.000543478,-0.004331348,0.029099049,10611
70815,LA,Baton Rouge,East Baton Rouge Parish,Baton Rouge,3772,1329,-0.00150263,-0.004494382,-0.011160714,9859
94530,CA,San Francisco-Oakland-Hayward,Contra Costa County,El Cerrito,3773,3227,0.013823437,0.028034406,0.083613163,8314
95118,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,San Jose,3774,3535,0.005117998,0.011155606,0.017266187,9412
2861,RI,Providence-Warwick,Providence County,Pawtucket,3775,1541,-0.017845762,-0.040473225,0.001950585,8033
22405,VA,Washington-Arlington-Alexandria,Spotsylvania County,Fredericksburg,3776,1691,0.005350773,0.014397121,0.051616915,10924
80923,CO,Colorado Springs,El Paso County,Colorado Springs,3777,1688,0.013205282,0.028014616,0.056981841,10061
77049,TX,Houston-The Woodlands-Sugar Land,Harris County,Houston,3778,1449,-0.000689655,-0.000689655,0.026203966,8402
40505,KY,Lexington-Fayette,Fayette County,Lexington,3779,985,0.006128703,0.019668737,0.056866953,9431
34471,FL,Ocala,Marion County,Ocala,3780,1330,0.010638298,0.031807603,0.071716358,8734
21801,MD,Salisbury,Wicomico County,Salisbury,3781,1264,-0.00394011,-0.006289308,0.019354839,10986
84118,UT,Salt Lake City,Salt Lake County,Kearns,3782,1464,0.001367989,0.003427005,0.047959914,11544
92595,CA,Riverside-San Bernardino-Ontario,Riverside County,Wildomar,3783,2212,0.009124088,0.019354839,0.040451552,6771
32119,FL,Deltona-Daytona Beach-Ormond Beach,Volusia County,South Daytona,3784,1358,0.00443787,0.014189694,0.065934066,8190
49519,MI,Grand Rapids-Wyoming,Kent County,Wyoming,3785,1363,-0.016594517,-0.040140845,-0.038787024,7524
55126,MN,Minneapolis-St. Paul-Bloomington,Ramsey County,Shoreview,3786,1827,0.012188366,0.02813731,0.054849885,9782
95205,CA,Stockton-Lodi,San Joaquin County,Stockton,3787,1328,0.005299016,0.01065449,0.077922078,8770
75189,TX,Dallas-Fort Worth-Arlington,Rockwall County,Royse City,3788,1635,0.003067485,0.010506799,0.025721455,7270
27514,NC,Durham-Chapel Hill,Orange County,Chapel Hill,3789,2092,0.001915709,0.007707129,0.047047047,7570
92124,CA,San Diego-Carlsbad,San Diego County,San Diego,3790,2883,0.001041667,-0.000346741,0.038918919,6941
37215,TN,Nashville-Davidson--Murfreesboro--Franklin,Davidson County,Nashville,3791,3025,0.009006004,0.019548365,0.061776062,10235
97035,OR,Portland-Vancouver-Hillsboro,Clackamas County,Lake Oswego,3792,2408,0.013468013,0.024680851,0.069746779,9563
7018,NJ,New York-Newark-Jersey City,Essex County,East Orange,3793,1503,-0.00265428,-0.006609385,0.004679144,4050
90621,CA,Los Angeles-Long Beach-Anaheim,Orange County,Buena Park,3794,2743,-0.000728597,-0.000364431,0.054189085,6032
77021,TX,Houston-The Woodlands-Sugar Land,Harris County,Houston,3795,1291,-0.00462606,-0.010727969,0.041129032,7691
17325,PA,Gettysburg,Adams County,Cumberland,3796,1400,0.018922853,0.035502959,0.073619632,13631
81004,CO,Pueblo,Pueblo County,Pueblo,3797,938,0.003208556,0.010775862,0.093240093,9304
67037,KS,Wichita,Sedgwick County,Derby,3798,1232,0.008183306,0.02071251,0.030100334,9896
47302,IN,Muncie,Delaware County,Muncie,3799,620,-0.004815409,-0.006410256,0.036789298,10800
77087,TX,Houston-The Woodlands-Sugar Land,Harris County,Houston,3800,1297,-0.006891271,-0.015933232,0.011700468,7886
55347,MN,Minneapolis-St. Paul-Bloomington,Hennepin County,Eden Prairie,3801,2309,-0.002160761,-0.0004329,0.041967509,11431
11727,NY,New York-Newark-Jersey City,Suffolk County,Coram,3802,2654,-0.044636429,-0.105795148,-0.082613204,8448
21601,MD,Easton,Talbot County,Easton,3803,1694,0.005341246,0.008333333,0.033557047,9655
75901,TX,Lufkin,Angelina County,Lufkin,3804,1059,-0.012126866,-0.026654412,-0.07267951,6762
55811,MN,Duluth,Saint Louis County,Duluth,3805,1620,0.029224905,0.066491113,0.151385928,9853
48192,MI,Detroit-Warren-Dearborn,Wayne County,Wyandotte,3806,1028,0.024925224,0.057613169,0.03006012,11037
66215,KS,Kansas City,Johnson County,Lenexa,3807,1676,-0.000596303,-0.008284024,0.015757576,7609
6320,CT,Norwich-New London,New London County,New London,3808,1334,0.000750188,-0.001497006,0.00755287,6281
74501,OK,McAlester,Pittsburg County,McAlester,3809,855,-0.002333722,-0.001168224,0.002344666,10678
31093,GA,Warner Robins,Houston County,Warner Robins,3810,826,0.011015912,0.02354399,0.040302267,9179
46229,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,3811,1137,0.00353045,0.00619469,0.039305302,8374
60423,IL,Chicago-Naperville-Elgin,Will County,Frankfort,3812,2292,0.023671282,0.062586926,0.048490393,12657
33701,FL,Tampa-St. Petersburg-Clearwater,Pinellas County,Saint Petersburg,3813,1708,0.019093079,0.051076923,0.056277056,7209
83702,ID,Boise City,Ada County,Boise,3814,1671,0.017661389,0.046336882,0.077369439,9079
38024,TN,Dyersburg,Dyer County,Dyersburg,3815,744,-0.044929397,-0.107913669,-0.084870849,12107
37849,TN,Knoxville,Knox County,Powell,3816,1236,0.00243309,0.006514658,0.030859049,9972
29801,SC,Augusta-Richmond County,Aiken County,Aiken,3817,854,-0.018390805,-0.051111111,-0.041526375,13109
31322,GA,Savannah,Chatham County,Pooler,3818,1398,0.004310345,0.006479482,0.042505593,9424
60099,IL,Chicago-Naperville-Elgin,Lake County,Zion,3819,1391,0.005057803,0.010901163,0.03037037,8732
28401,NC,Wilmington,New Hanover County,Wilmington,3820,1191,-0.000838926,0.001682086,0.094669118,9755
75110,TX,Corsicana,Navarro County,Corsicana,3821,1134,-0.011333915,-0.04222973,-0.01305483,7369
33909,FL,Cape Coral-Fort Myers,Lee County,Cape Coral,3822,1393,0.001437815,0.00287977,0.037230082,11843
8050,NJ,New York-Newark-Jersey City,Ocean County,Ocean Acres,3823,1824,0.010526316,0.02529511,0.047673751,12836
46239,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,3824,1275,0.010301109,0.019184652,0.044226044,9738
92843,CA,Los Angeles-Long Beach-Anaheim,Orange County,Garden Grove,3825,2747,0,0.000364166,0.056538462,7671
15210,PA,Pittsburgh,Allegheny County,Pittsburgh,3826,956,0.002096436,0.008438819,0.064587973,11026
23238,VA,Richmond,Henrico County,Henrico,3827,1699,0.001768868,0.004137116,0.018585132,9876
33703,FL,Tampa-St. Petersburg-Clearwater,Pinellas County,Saint Petersburg,3828,1573,0.015493867,0.041032429,0.08707671,11560
35173,AL,Birmingham-Hoover,Jefferson County,Trussville,3829,1439,0,0.00069541,0.031541219,10531
29617,SC,Greenville-Anderson-Mauldin,Greenville County,Greenville,3830,1174,-0.000851064,0.000852515,0.068243858,7932
60133,IL,Chicago-Naperville-Elgin,DuPage County,Hanover Park,3831,1690,0.004756243,0.012582385,0.037446286,11158
32778,FL,Orlando-Kissimmee-Sanford,Lake County,Tavares,3832,1379,0.009516837,0.021481481,0.059139785,7264
94596,CA,San Francisco-Oakland-Hayward,Contra Costa County,Walnut Creek,3833,3490,0.000860338,0,0.031628732,6478
95472,CA,Santa Rosa,Sonoma County,Sebastopol,3834,3048,-0.018041237,-0.04,-0.065890285,8997
98404,WA,Seattle-Tacoma-Bellevue,Pierce County,Tacoma,3835,1607,0.011327879,0.02031746,0.062830688,9802
72223,AR,Little Rock-North Little Rock-Conway,Pulaski County,Little Rock,3836,2189,0.000914495,0.013895322,0.019087523,6719
32789,FL,Orlando-Kissimmee-Sanford,Orange County,Winter Park,3837,2134,0.012814428,0.036929057,0.076690212,10988
99337,WA,Kennewick-Richland,Benton County,Kennewick,3838,1562,0.007092199,0.012970169,0.044816054,7406
34476,FL,Ocala,Marion County,Ocala,3839,1303,-0.000766871,0.001537279,0.05165456,9665
92694,CA,Los Angeles-Long Beach-Anaheim,Orange County,Ladera Ranch,3840,3488,0.009551375,0.021675454,0.025580712,7984
94559,CA,Napa,Napa County,Napa,3841,2670,0.00754717,0.020252197,0.070140281,6741
33543,FL,Tampa-St. Petersburg-Clearwater,Pasco County,Wesley Chapel,3842,1596,0.010766308,0.022421525,0.050691244,9252
28590,NC,Greenville,Pitt County,Winterville,3843,1235,0.007340946,0.013125513,0.037815126,10350
85353,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,Phoenix,3844,1367,0.011843079,0.023203593,0.098874598,9871
91722,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Covina,3845,2382,0.005063291,0.012324692,0.048877147,8435
37388,TN,Tullahoma-Manchester,Coffee County,Tullahoma,3846,1112,-0.013309672,-0.030514385,0.01459854,9283
32779,FL,Orlando-Kissimmee-Sanford,Seminole County,Longwood,3847,2070,0.012720157,0.026276648,0.043346774,11116
49418,MI,Grand Rapids-Wyoming,Kent County,Grandville,3848,1463,-0.004761905,-0.013486177,-0.013486177,9288
39046,MS,Jackson,Madison County,Canton,3849,1410,0.010028653,0.036002939,0.009305655,8151
30008,GA,Atlanta-Sandy Springs-Roswell,Cobb County,Marietta,3850,1360,0.004431315,0.008902077,0.051817479,8760
33541,FL,Tampa-St. Petersburg-Clearwater,Pasco County,Zephyrhills,3851,1352,0.005952381,0.009708738,0.048062016,3797
32129,FL,Deltona-Daytona Beach-Ormond Beach,Volusia County,Port Orange,3852,1432,0.005617978,0.017768301,0.064684015,5838
22602,VA,Winchester,Frederick County,Winchester,3853,1493,0.009465855,0.014955812,0.036805556,10527
30340,GA,Atlanta-Sandy Springs-Roswell,Dekalb County,Doraville,3854,1557,0.008419689,0.017647059,0.044966443,5978
48220,MI,Detroit-Warren-Dearborn,Oakland County,Ferndale,3855,1362,0.003684598,0.008142117,0.0896,9806
59404,MT,Great Falls,Cascade County,Great Falls,3856,1306,-0.00608828,-0.016566265,0.059205191,9532
46214,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,3857,1181,0.007679181,0.015477214,0.035056968,6045
48328,MI,Detroit-Warren-Dearborn,Oakland County,Waterford,3858,1315,0.002286585,0.006120888,0.049481245,8254
6705,CT,New Haven-Milford,New Haven County,Waterbury,3859,1257,0,0.002392344,0.013709677,7292
82901,WY,Rock Springs,Sweetwater County,Rock Springs,3860,1311,-0.009070295,-0.019446522,-0.043065693,7820
76710,TX,Waco,McLennan County,Waco,3861,1241,-0.000805153,-0.00160901,0.039363484,7208
36605,AL,Mobile,Mobile County,Mobile,3862,796,-0.001254705,0.001257862,0.02182285,10283
36609,AL,Mobile,Mobile County,Mobile,3863,1037,0.000965251,0.001932367,0.040120361,6547
33712,FL,Tampa-St. Petersburg-Clearwater,Pinellas County,Saint Petersburg,3864,1289,0,-0.000775194,0.040355125,8458
22206,VA,Washington-Arlington-Alexandria,Arlington County,Arlington,3865,2294,0.006581834,0.017746229,0.019555556,7024
33912,FL,Cape Coral-Fort Myers,Lee County,Fort Myers,3866,1923,-0.016368286,-0.027805865,-0.031722054,9976
74008,OK,Tulsa,Tulsa County,Bixby,3867,1401,0.014482259,0.030905077,0.045522388,9904
20175,VA,Washington-Arlington-Alexandria,Loudoun County,Leesburg,3868,2374,0.00508044,0.009353741,0.015832264,10377
93215,CA,Bakersfield,Kern County,Delano,3869,1278,0.001567398,0,-0.009302326,8270
48150,MI,Detroit-Warren-Dearborn,Wayne County,Livonia,3870,1339,0.010566038,0.02605364,0.07983871,11627
78239,TX,San Antonio-New Braunfels,Bexar County,Windcrest,3871,1303,0.00462606,0.00929512,0.043234588,9999
78624,TX,Fredericksburg,Gillespie County,Fredericksburg,3872,1662,-0.004194128,-0.010714286,-0.003597122,5339
29316,SC,Spartanburg,Spartanburg County,Boiling Springs,3873,1257,0.001593625,0.001593625,0.014527845,8527
59602,MT,Helena,Lewis and Clark County,Helena,3874,1332,0.005283019,0.019127774,-0.002994012,2888
39211,MS,Jackson,Hinds County,Jackson,3875,1392,0.000718907,0.003604903,0.008695652,9109
52732,IA,Clinton,Clinton County,Clinton,3876,819,-0.025,-0.048780488,-0.03760282,11411
2143,MA,Boston-Cambridge-Newton,Middlesex County,Somerville,3877,2594,0.030591975,0.058343533,0.069690722,7826
68801,NE,Grand Island,Hall County,Grand Island,3878,1049,-0.017790262,-0.048094374,-0.080631025,7141
77802,TX,College Station-Bryan,Brazos County,Bryan,3879,1395,-0.002859185,-0.004282655,0.039493294,7441
28461,NC,Myrtle Beach-Conway-North Myrtle Beach,Brunswick County,Boiling Spring Lakes,3880,1450,0.004851005,0.011863224,0.085329341,10987
11735,NY,New York-Newark-Jersey City,Nassau County,Farmingdale,3881,2878,0.002787456,0.00840925,0.006293706,9420
35802,AL,Huntsville,Madison County,Huntsville,3882,1416,0.012875536,0.038123167,0.075987842,7675
33019,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,Hollywood,3883,1938,0.001550388,0.010954617,0.050406504,19559
33510,FL,Tampa-St. Petersburg-Clearwater,Hillsborough County,Brandon,3884,1453,0.006232687,0.016083916,0.049097473,8968
76012,TX,Dallas-Fort Worth-Arlington,Tarrant County,Arlington,3885,1682,0.007789095,0.01754386,0.033169533,8477
91321,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Santa Clarita,3886,2621,0.000381679,-0.004179331,0.045055821,8648
43035,OH,Columbus,Franklin County,Columbus,3887,2146,0.002335357,0.004211511,0.02581262,9382
98665,WA,Portland-Vancouver-Hillsboro,Clark County,Vancouver,3888,1766,0.006267806,0.010297483,0.042502952,7801
53227,WI,Milwaukee-Waukesha-West Allis,Milwaukee County,West Allis,3889,1252,0.003205128,0.007240547,0.045075125,1577
11228,NY,New York-Newark-Jersey City,Kings County,New York,3890,2255,0.003560303,0.005798394,0.023604176,8712
44136,OH,Cleveland-Elyria,Cuyahoga County,Strongsville,3891,1673,-0.006532067,-0.017615972,-0.055869074,8398
68502,NE,Lincoln,Lancaster County,Lincoln,3892,1230,0.011513158,0.026711185,0.03101425,7934
93704,CA,Fresno,Fresno County,Fresno,3893,1379,0.008778347,0.024517088,0.058326938,8819
85340,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,Litchfield Park,3894,1679,0.015114873,0.030693677,0.095953003,10062
61109,IL,Rockford,Winnebago County,Rockford,3895,1085,0.006493506,0.01782364,0.161670236,8356
31707,GA,Albany,Dougherty County,Albany,3896,832,-0.003592814,-0.017709563,-0.022326675,6551
33487,FL,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,Boca Raton,3897,2689,0.005609574,0.019719378,0.056166536,13311
93305,CA,Bakersfield,Kern County,Bakersfield,3898,1072,0.018043685,0.045853659,0.086119554,8326
60048,IL,Chicago-Naperville-Elgin,Lake County,Libertyville,3899,2674,0.018666667,0.039253789,0.045347928,10697
8205,NJ,Atlantic City-Hammonton,Atlantic County,Galloway,3900,1523,0.007275132,0.016010674,0.022147651,12325
55417,MN,Minneapolis-St. Paul-Bloomington,Hennepin County,Minneapolis,3901,1763,0.005131129,0.006278539,0.041346722,10337
37379,TN,Chattanooga,Hamilton County,Soddy-Daisy,3902,1362,-0.001466276,-0.00728863,0.011887073,9973
78702,TX,Austin-Round Rock,Travis County,Austin,3903,1947,0.007242628,0.01990571,0.070368334,7373
90302,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Inglewood,3904,2546,0.005132254,0.01031746,0.044298605,4986
